"item";"location";"games";"location_general"
"Poké Ball";"North of the Rustboro-side entrance, in the northwest corner";"R|S|E|OR|AS";"Rusturf Tunnel"
"Devon Goods";"From the Team Magma GruntR/Team Aqua GruntSE after he is defeated";"R|S|E";"Rusturf Tunnel"
"HM04 (Strength)";"From Wanda's boyfriend after the rocks blocking the middle of the tunnel are smashed";"R|S|E";"Rusturf Tunnel"
"Max Ether";"North of the Verdanturf-side entrance, in the northeast corner";"R|S|E|OR|AS";"Rusturf Tunnel"
"Acro Bike";"From Rydel; only one of the Mach Bike and Acro Bike can be chosen, but they may be switched at any time";"R|S|E";"Rydel's Cycles"
"Mach Bike";"From Rydel; only one of the Mach Bike and Acro Bike can be chosen, but they may be switched at any time";"R|S|E";"Rydel's Cycles"
"TM49 (Snatch)";"In the north-easternmost cabin, from the male inside";"R|S|E";"S.S. Tidal"
"Leftovers";"Storage, in a trash can (hidden)";"R|S|E";"S.S. Tidal"
"TM11 (Sunny Day)";"1F, far end of the cave";"R|S|E|OR|AS";"Scorched Slab"
"TM26 (Earthquake)";"At the deepest room, near the doorway (requires Strength)";"R|S|E";"Seafloor Cavern"
"Shell Bell";"Entrance room, from the old man near the entrance if brought four Shoal Salt and Shoal Shell";"R|S|E|OR|AS";"Shoal Cave"
"Rare Candy";"Inner room, east of central ledge";"R|S|E|OR|AS";"Shoal Cave"
"Big Pearl";"Entrance room, northeast, accessible from southeast inner room";"R|S|E|OR|AS";"Shoal Cave"
"Shoal Shell";"Inner room, on ledge just north of the southern bridge";"R|S|E|OR|AS";"Shoal Cave"
"Shoal Shell";"Inner room, on northwestern ledge";"R|S|E|OR|AS";"Shoal Cave"
"Shoal Shell";"Inner room, on northeastern ledge";"R|S|E|OR|AS";"Shoal Cave"
"Shoal Shell";"Inner room, on southeastern ledge";"R|S|E|OR|AS";"Shoal Cave"
"Shoal Salt";"Stairs room, southeast corner";"R|S|E|OR|AS";"Shoal Cave"
"Shoal Salt";"Lower room, top center";"R|S|E|OR|AS";"Shoal Cave"
"Shoal Salt";"Inner room, outside western exit from lower room";"R|S|E|OR|AS";"Shoal Cave"
"Shoal Salt";"Inner room, under the northern bridge";"R|S|E|OR|AS";"Shoal Cave"
"Ice Heal";"Stairs room, east of the ladder";"R|S|E|OR|AS";"Shoal Cave"
"Focus Band";"Lower room, given by the Black Belt";"R|S|E|OR|AS";"Shoal Cave"
"Never-Melt Ice";"Ice room, on the elevated floor";"R|S|E|OR|AS";"Shoal Cave"
"TM07 (Hail)";"Ice room, near the ledge";"R|S|E|OR|AS";"Shoal Cave"
"Soothe Bell";"From the woman at the back of the Pokémon Fan Club if the player's lead Pokémon has at least 150 friendship";"R|S|E|OR|AS";"Slateport City"
"Red Scarf";"From the chairman in the Pokémon Fan Club if the player's lead Pokémon has at least 200 Coolness";"R|S|E|OR|AS";"Slateport City"
"Blue Scarf";"From the chairman in the Pokémon Fan Club if the player's lead Pokémon has at least 200 Beauty";"R|S|E|OR|AS";"Slateport City"
"Pink Scarf";"From the chairman in the Pokémon Fan Club if the player's lead Pokémon has at least 200 Cuteness";"R|S|E|OR|AS";"Slateport City"
"Green Scarf";"From the chairman in the Pokémon Fan Club if the player's lead Pokémon has at least 200 Cleverness";"R|S|E|OR|AS";"Slateport City"
"Yellow Scarf";"From the chairman in the Pokémon Fan Club if the player's lead Pokémon has at least 200 Toughness*";"R|S|E|OR|AS";"Slateport City"
"Powder Jar";"From the woman in the northeast corner of the Slateport Market";"E";"Slateport City"
"Effort Ribbon";"From the woman next to the Energy Guru in the Slateport Market, if the player's lead Pokémon has 510 EVs";"R|S|E|OR|AS";"Slateport City"
"DeepSeaTooth";"From Captain Stern in exchange for the Scanner (choice between this or the DeepSeaScale)";"R|S|E";"Slateport City"
"DeepSeaScale";"From Captain Stern in exchange for the Scanner (choice between this or the DeepSeaTooth)";"R|S|E";"Slateport City"
"TM41 (Torment)";"From a Sailor in the Contest HallRSORAS/Battle TentE";"R|S|E|OR|AS";"Slateport City"
"Full Heal";"Reward for completing the Battle Tent";"E";"Slateport City"
"TM31 (Brick Break)";"Given by the Black Belt with the Kecleon in the northwestern house (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Wailmer Doll";"Given by girl in the house just east of the Pokémon Center";"R|S|E|OR|AS";"Sootopolis City"
"HM07 (Waterfall)";"Gift from Wallace in front of the Gym after calming Groudon and Kyogre (requires Surf)";"E";"Sootopolis City"
"Elixir";"From a Fisherman if shown a record-breaking BarboachRS/SeedotE (repeatable)";"R|S|E";"Sootopolis City"
"Elixir";"From a Hiker if shown a record-breaking ShroomishRS/LotadE (repeatable)";"R|S|E";"Sootopolis City"
"Figy Berry";"Obtained from Kiri in the southwest part of city (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Iapapa Berry";"Obtained from Kiri in the southwest part of city (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Pomeg Berry";"Obtained from Kiri in the southwest part of city (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Kelpsy Berry";"Obtained from Kiri in the southwest part of city (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Qualot Berry";"Obtained from Kiri in the southwest part of city (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Hondew Berry";"Obtained from Kiri in the southwest part of city (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Grepa Berry";"Obtained from Kiri in the southwest part of city (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Tamato Berry";"Obtained from Kiri in the southwest part of city (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Cornn Berry";"Obtained from Kiri in the southwest part of city (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Magost Berry";"Obtained from Kiri in the southwest part of city (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Rabuta Berry";"Obtained from Kiri in the southwest part of city (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Nomel Berry";"Obtained from Kiri in the southwest part of city (requires Surf)";"R|S|E|OR|AS";"Sootopolis City"
"Soul Dew";"Held by LatiasRE/LatiosSE";"R|S|E";"Southern Island"
"Master Ball";"B1F, middle room, the top-left item in the cluster, accessed by navigating a teleporter maze";"S|E";"Team Aqua Hideout"
"Nugget";"B1F, middle room, the bottom-left item in the cluster";"S|E";"Team Aqua Hideout"
"Max Elixir";"B1F, near generator-like object, accessible with right teleport near stairs";"S|E";"Team Aqua Hideout"
"Nest Ball";"Submarine-room floor, in the area on the northwest of the dock";"S|E";"Team Aqua Hideout"
"Electrode";"B1F, middle room, the top-right item in the cluster";"S|E";"Team Aqua Hideout"
"Electrode";"B1F, middle room, the bottom-right item in the cluster";"S|E";"Team Aqua Hideout"
"Nugget";"Under the Trick Master's cushion after completing Puzzle 8 (hidden)";"R|S|E";"Trick House"
"Orange Mail";"In the north part of the maze, west of the exit (requires Cut)";"E";"Trick House"
"Wave Mail";"Near entrance";"R|S|E";"Trick House"
"Harbor Mail";"Middle area of room, past the second hole";"E";"Trick House"
"Wood Mail";"Far northwest corner, past sliding door (requires Rock Smash)";"E";"Trick House"
"Shadow Mail";"Behind Picnicker Martha (requires Rock Smash)";"E";"Trick House"
"Mech Mail";"Near Battle Girl Cora (requires Strength)";"E";"Trick House"
"Glitter Mail";"In the southeast part of the maze";"E";"Trick House"
"Tropic Mail";"In center of room, via transport tile";"E";"Trick House"
"Bead Mail";"Two squares east of the northwestern-most square";"E";"Trick House"
"TM45 (Attract)";"From a womanRSE/LassORAS inside the Contest HallRSORAS/Battle TentE";"R|S|E|OR|AS";"Verdanturf Town"
"Nest Ball";"Reward for clearing the Battle Tent";"E";"Verdanturf Town"
"Max Elixir";"1F, above ledge in eastern part of the floor";"R|S|E";"Victory Road (Hoenn)"
"PP Up";"1F, in southeastern corner";"R|S|E";"Victory Road (Hoenn)"
"Ultra Ball";"1F, at the end of the ledge in the southeast corner, left of the PP Up (hidden)";"R|S|E";"Victory Road (Hoenn)"
"Full Restore";"B1F, north of Cooltrainer Samuel (requires Strength and Rock Smash)";"R|S|E";"Victory Road (Hoenn)"
"Max Repel";"B2F, in a nook by the ladder at the northeast corner (hidden)";"R|S|E";"Victory Road (Hoenn)"
"TM29 (Psychic)";"B1F, in northeastern corner";"R|S|E";"Victory Road (Hoenn)"
"Full Heal";"B2F, near Cooltrainer Vito";"R|S|E";"Victory Road (Hoenn)"
"Elixir";"B2F, in a small two-square nook to the right above the eastern waterfall (requires Surf) (hidden)";"R|S|E";"Victory Road (Hoenn)"
"Mystic Water";"Held by Castform";"R|S|E|OR|AS";"Weather Institute"
"Ultra Ball";"North-east corner of the lakefront";"D|P|Pt|BD|SP";"Acuity Lakefront"
"Reaper Cloth";"Near the entrance to Lake Acuity (requires Rock Climb)";"Pt";"Acuity Lakefront"
"TM43 (Secret Power)";"On the rock in the middle of the island";"Pt";"Amity Square"
"TM45 (Attract)";"Near the warp in the middle-center north of the lake";"Pt";"Amity Square"
"Spooky Plate";"On a ledge reachable by warping from the first rock hut in the east entrance: left, left, right";"Pt";"Amity Square"
"Amulet Coin";"Behind the bench, all the way north from the east entrance";"Pt";"Amity Square"
"TM48 (Skill Swap)";"In the first house upon entering from Route 218";"D|P|Pt";"Canalave City"
"TM89 (U-turn)";"In the south, at the end of the canal (requires Surf)";"D|P|Pt|BD|SP";"Canalave City"
"Big Pearl";"South of Sailor Eldritch's house (hidden)";"Pt";"Canalave City"
"HM03 (Surf)";"From Cynthia's grandmother inside the ruins, after defeating Cyrus";"Pt";"Celestic Town"
"Great Ball";"From a man in the Pokémon Center if the first Pokémon in the player's party has high friendship";"D|P|Pt|BD|SP";"Celestic Town"
"Choice Specs";"From a man in the shopMorning";"D|P|Pt|BD|SP";"Celestic Town"
"Black Glasses";"From a man in the shopDay";"D|P|Pt|BD|SP";"Celestic Town"
"Wise Glasses";"From a man in the shopNight";"D|P|Pt|BD|SP";"Celestic Town"
"Analog Watch";"From a Black Belt in the southwest house";"D|P|Pt|BD|SP";"Celestic Town"
"Dragon Fang";"South on the east ledge, behind the Pokémon Center";"Pt";"Celestic Town"
"King's Rock";"On the west ledge next to the ruins, at the side closest to the ruins (hidden)";"Pt";"Celestic Town"
"Glitter Powder";"From Keira";"D|P|Pt";"Contest Hall"
"Tuxedo";"From Johanna if the player is a boy";"D|P|Pt|BD|SP";"Contest Hall"
"Dress";"From Johanna if the player is a girl";"D|P|Pt|BD|SP";"Contest Hall"
"Mild Poffin";"From Jordan (requires Poffin Case)";"D|P|Pt|BD|SP";"Contest Hall"
"Griseous Orb";"Accessible via the Turnback Cave entrance";"Pt";"Distortion World"
"Super Potion";"Next to the Gym";"D|P|Pt|BD|SP";"Eterna City"
"Friendship Checker";"Obtained from a woman in the Pokémon Center";"D|P|Pt|BD|SP";"Eterna City"
"HM01 (Cut)";"Obtained from Cynthia outside the Team Galactic Eterna Building";"D|P|Pt";"Eterna City"
"TM46 (Thief)";"North of the statue, accessed from behind the Team Galactic Eterna Building (requires Cut)";"D|P|Pt|BD|SP";"Eterna City"
"Explorer Kit";"Obtained from the Underground Man in the house next to the Pokémon Center";"D|P|Pt|BD|SP";"Eterna City"
"Bike";"Obtained from Rad Rickshaw after saving him from Team Galactic";"D|P|Pt|BD|SP";"Eterna City"
"Draco Plate";"Behind the statue of Dialga/Palkia (hidden)";"D|P|Pt|BD|SP";"Eterna City"
"Moon Stone";"In the far northeast corner of the city (requires Surf) (hidden)";"Pt";"Eterna City"
"Upgrade";"Given by Professor Oak after obtaining the National Pokédex and meeting him at the Pal ParkDPPt/Ramanas ParkBDSP";"D|P|Pt|BD|SP";"Eterna City"
"Move Trap ↑";"From the Underground Man after returning from the Underground";"D|P|Pt";"Eterna City"
"Bubble Trap";"From the Underground Man after returning from the Underground";"D|P|Pt";"Eterna City"
"Leaf Trap";"From the Underground Man after returning from the Underground";"D|P|Pt";"Eterna City"
"Prism Sphere 1";"From the Underground Man after digging in the Underground";"D|P|Pt";"Eterna City"
"Red Sphere 1";"From the Underground Man after digging in the Underground";"D|P|Pt";"Eterna City"
"Blue Sphere 1";"From the Underground Man after digging in the Underground";"D|P|Pt";"Eterna City"
"Digger Drill";"From the Underground Man after burying a Sphere in the Underground";"D|P|Pt";"Eterna City"
"Plain Table";"From the Underground Man after creating a Secret Base in the Underground";"D|P|Pt";"Eterna City"
"Wooden Chair";"From the Underground Man after creating a Secret Base in the Underground";"D|P|Pt";"Eterna City"
"Small Bookshelf";"From the Underground Man after creating a Secret Base in the Underground";"D|P|Pt";"Eterna City"
"Buneary Doll";"From the Underground Man after creating a Secret Base in the Underground";"D|P|Pt";"Eterna City"
"Turtwig Doll";"From the Underground Man after decorating a Secret Base in the Underground, if the player started with Turtwig";"D|P|Pt";"Eterna City"
"Chimchar Doll";"From the Underground Man after decorating a Secret Base in the Underground, if the player started with Chimchar";"D|P|Pt";"Eterna City"
"Piplup Doll";"From the Underground Man after decorating a Secret Base in the Underground, if the player started with Piplup";"D|P|Pt";"Eterna City"
"Pretty Gem";"From the Underground Man after capturing 1 flag in the Underground";"D|P|Pt";"Eterna City"
"Shiny Gem";"From the Underground Man after capturing 3 flags in the Underground";"D|P|Pt";"Eterna City"
"Mystic Gem";"From the Underground Man after capturing 10 flags in the Underground";"D|P|Pt";"Eterna City"
"Glitter Gem";"From the Underground Man after capturing 50 flags in the Underground";"D|P|Pt";"Eterna City"
"Leppa Berry";"1F, held by Charap, a Chatot the player can obtain in a trade";"D|P|Pt|BD|SP";"Eterna Condominiums"
"TM67 (Recycle)";"2F, received from the old lady";"D|P|Pt";"Eterna Condominiums"
"Antidote";"In the field of grass just west of the southern entrance";"D|P|Pt|BD|SP";"Eterna Forest"
"Paralyze Heal";"Northeast of the entrance, just north of the first path segment";"D|P|Pt|BD|SP";"Eterna Forest"
"Net Ball";"In the southwest corner of the field of grass south of the long path segment";"Pt";"Eterna Forest"
"Potion";"In the grass at the southeast corner of the forest";"D|P|Pt|BD|SP";"Eterna Forest"
"Green Shard";"In the grass southwest of the cuttable trees leading to the Old Chateau";"Pt";"Eterna Forest"
"Insect Plate";"In the wall on the right side of the Old Chateau (requires Cut) (hidden)";"D|P|Pt|BD|SP";"Eterna Forest"
"Ether";"On the right side of the Old Chateau (requires Cut)";"D|P|Pt|BD|SP";"Eterna Forest"
"Soothe Bell";"Gift from Cheryl at the exit";"Pt";"Eterna Forest"
"Razz Berry";"At the Berry patch in the middle of the shortcut path";"D|P|Pt|BD|SP";"Eterna Forest"
"Bluk Berry";"At the Berry patch in the middle of the shortcut path";"D|P|Pt|BD|SP";"Eterna Forest"
"Cheri Berry";"At the Berry patch in the middle of the shortcut path";"D|P|Pt";"Eterna Forest"
"Oran Berry";"At the Berry patch in the middle of the shortcut path";"D|P|Pt|BD|SP";"Eterna Forest"
"Big Tree";"Gift from a woman on the shortcut path";"D|P|Pt";"Eterna Forest"
"Silver Powder";"West end of the path in the cliff on the shortcut path";"D|P|Pt|BD|SP";"Eterna Forest"
"TM82 (Sleep Talk)";"East end of the path in the cliff on the shortcut path";"D|P|Pt|BD|SP";"Eterna Forest"
"Super Rod";"From the Fisherman near the Route 225 gate";"D|P|Pt|BD|SP";"Fight Area"
"Scope Lens";"From the old lady in the Poké Mart";"D|P|Pt|BD|SP";"Fight Area"
"Pomeg Berry";"At the Berry patch west of the Pokémon Center";"D|P|Pt";"Fight Area"
"Hondew Berry";"At the Berry patch west of the Pokémon Center";"D|P|Pt";"Fight Area"
"Works Key";"Dropped by Team Galactic Grunts after defeating them and given by the Honey man";"D|P|Pt|BD|SP";"Floaroma Meadow"
"Honey";"Gift from the Honey man after defeating the Team Galactic Grunts";"Pt";"Floaroma Meadow"
"Miracle Seed";"Northwest corner";"D|P|Pt|BD|SP";"Floaroma Meadow"
"Ultra Ball";"Southeast of the Miracle Seed";"Pt";"Floaroma Meadow"
"Leaf Stone";"South of the entrance from Fuego Ironworks";"D|P|Pt|BD|SP";"Floaroma Meadow"
"Hyper Potion";"On the eastern edge of the meadow above the ledge (hidden)";"Pt";"Floaroma Meadow"
"Revive";"Northwestern corner (hidden)";"Pt";"Floaroma Meadow"
"Max Revive";"One tile to the west of the yellow flowers in the center (hidden)";"Pt";"Floaroma Meadow"
"Honey";"Northern end of the meadow, in the center, on a pink flower among blue flowers (hidden)";"Pt";"Floaroma Meadow"
"Honey";"Northwestern corner, on a pink flower between two purple flowers, against the top boundary (hidden)";"Pt";"Floaroma Meadow"
"Honey";"Southwestern corner, on a pink flower with blue flowers on three sides (hidden)";"Pt";"Floaroma Meadow"
"Honey";"North of the house, north of the ledge (hidden)";"Pt";"Floaroma Meadow"
"Honey";"Central eastern end, to the east of the patch of yellow flowers (hidden)";"Pt";"Floaroma Meadow"
"Honey";"Halfway between the northwestern corner and the center, in a patch of pink flowers (hidden)";"Pt";"Floaroma Meadow"
"PP Up";"In the center, between yellow and blue flowers (hidden)";"Pt";"Floaroma Meadow"
"Rare Candy";"Southwestern corner";"Pt";"Floaroma Meadow"
"Full Heal";"Southwestern corner, east of Rare Candy (hidden)";"Pt";"Floaroma Meadow"
